,kota_administrasi,kecamatan,kelurahan,rw,jumlah_terdampak_rw,jumlah_terdampak_rt,jumlah_terdampak_kk,jumlah_terdampak_jiwa,ketinggian_air,tanggal_kejadian,lama_genangan,jumlah_meninggal,jumlah_hilang,jumlah_luka_berat,jumlah_luka_ringan,jumlah_pengungsi_tertinggi,jumlah_tempat_pengungsian,nilai_kerugian,Unnamed: 0.1
24,Jakarta Barat,KEC. GROGOL PETAMBURAN,KEL. JELAMBAR BARU,"01, 05, 07, 09, 12",5,8,0,0,10 - 30 cm," 25, 30 januari 2019",0,0,0,0,0,0,0,0,
25,Jakarta Barat,KEC. KEMBANGAN,KEL. KEMBANGAN UTARA,"03, 05, 10",3,7,0,0,15 - 20 cm, 25 januari 2019,0,0,0,0,0,0,0,0,
26,Jakarta Barat,KEC. PALMERAH,KEL. JATI PULO,6,1,1,0,0,40 cm, 12 januari 2019,0,0,0,0,0,0,0,0,
27,Jakarta Barat,KEC. PALMERAH,KEL. KOTA BAMBU UTARA,1,1,1,0,0,20 cm, 12 januari 2019,0,0,0,0,0,0,0,0,
28,Jakarta Selatan,KEC. PASAR MINGGU,KEL. JATIPADANG,6,1,3,65,240,30 - 60 cm," 13, 22 januari 2019",0,0,0,0,0,0,0,0,
29,Jakarta Timur,KEC. JATINEGARA,KEL. KAMPUNG MELAYU,"04, 05",2,4,70,213,10 - 30 cm," 8, 21 januari 2019",0,0,0,0,0,0,0,0,
30,Jakarta Timur,KEC. CAKUNG,KEL. RAWA TERATE,"04, 05",2,2,0,0,15 - 30 cm, 30 januari 2019,0,0,0,0,0,0,0,0,
31,Jakarta Utara,KEC. PENJARINGAN,KEL. KAMAL MUARA,"01, 04",2,2,0,0,5 cm," 01, 02 februari 2019",0,0,0,0,0,0,0,0,
32,Jakarta Barat,KEC. KEMBANGAN,KEL. KEMBANGAN UTARA,1,1,1,0,0,50 - 60 cm," 01, 02 februari 2019",0,0,0,0,0,0,0,0,
33,Jakarta Barat,KEC. KALIDERES,KEL. KAMAL,1,1,3,0,0,5 cm," 01, 03 februari 2019",0,0,0,0,0,0,0,0,
34,Jakarta Selatan,KEC. KEBAYORAN LAMA,KEL. GROGOL SELATAN,6,1,1,0,0,10 - 50 cm," 11, 12 februari 2019",0,0,0,0,0,0,0,0,
35,Jakarta Selatan,KEC. KEBAYORAN LAMA,KEL. CIPULIR,"8,1",2,3,0,0,40 cm," 16, 17 februari 2019",0,0,0,0,0,0,0,0,
36,Jakarta Selatan,"KEC, PASAR MINGGU",KEL. PEJATEN TIMUR,"05, 06, 07, 08",4,5,86,171,40 - 80 cm,"16, 26 februari 2019",0,0,0,0,0,0,0,0,
37,Jakarta Selatan,"KEC, PASAR MINGGU",KEL. CILANDAK TIMUR,3,1,2,0,0,60 cm," 19, 20 februari 2019",0,0,0,0,0,0,0,0,
38,Jakarta Selatan,KEC. PANCORAN,KEL. PENGEDEGAN,1,1,1,4,12,80 cm,"16, 26 februari 2019",0,0,0,0,0,0,0,0,
39,Jakarta Selatan,KEC. PANCORAN,KEL. RAWAJATI,"07, 04",2,6,0,0,20 - 70 cm,"16, 26 februari 2019",0,0,0,0,0,0,0,0,
40,Jakarta Selatan,KEC. PANCORAN,KEL. DUREN TIGA,5,1,4,0,0,40 - 70 cm," 16, 17 februari 2019",0,0,0,0,0,0,0,0,
41,Jakarta Selatan,KEC. PANCORAN,KEL. KALIBATA,9,1,1,0,0,30 - 40 cm," 16, 17 februari 2019",0,0,0,0,0,0,0,0,
42,Jakarta Selatan,KEC. TEBET,KEL. KEBON BARU,10,1,1,0,0,5 - 10 cm,16 februari 2019,0,0,0,0,0,0,0,0,
43,Jakarta Selatan,KEC. TEBET,KEL. MANGGARAI,1,1,2,0,0,15 cm, 26 februari 2019,0,0,0,0,0,0,0,0,
44,Jakarta Selatan,KEC. KEBAYORAN BARU,KEL PETOGOGAN,"2,03",2,27,0,0,30 - 50 cm," 16, 17, 19 ,20 februari 2019",0,0,0,0,0,0,0,0,
45,Jakarta Selatan,KEC. MAMPANG,KEL. KUNINGAN BARAT,3,1,6,0,0,20 - 40 cm," 16, 17 februari 2019",0,0,0,0,0,0,0,0,
46,Jakarta Selatan,KEC. JAGAKARSA,KEL. CIPEDAK,4,1,2,0,0,50 - 70 cm, 19 februari 2019,0,0,0,0,0,0,0,0,
47,Jakarta Selatan,KEC. CILANDAK,KEL. CILANDAK BARAT,2,1,1,0,0,40 - 50 cm," 19, 20 februari 2019",0,0,0,0,0,0,0,0,
48,Jakarta Timur,KEC. MAKASAR,KEL. CIPINANG MELAYU,"03, 04",2,13,0,0,40 - 60 cm," 11, 12 februari 2019",0,0,0,0,0,0,0,0,
49,Jakarta Timur,KEC. PASAR REBO,KEL. PEKAYON,"04, 07",2,5,0,0,20 - 60 cm," 11, 12 februari 2019",0,0,0,0,0,0,0,0,
50,Jakarta Timur,KEC. JATINEGARA,KEL. CIPINANG MUARA,13,1,3,0,0,20 - 40 cm," 11, 12 februari 2019",0,0,0,0,0,0,0,0,
51,Jakarta Timur,KEC. JATINEGARA,KEL. KAMPUNG MELAYU,"04, 05, 07, 08",4,26,308,1003,10 - 100 cm," 16, 26 februari 2019",0,0,0,0,0,0,0,0,
52,Jakarta Timur,KEC. JATINEGARA,KEL. BIDARA CINA,"07, 11",2,12,0,0,40 - 135," 16, 17 februari 2019",0,0,0,0,0,0,0,0,
53,Jakarta Timur,KEC.KRAMAT JATI,KEL BALEKAMBANG,5,1,3,0,0,15 - 120 cm,16 februari 2019,0,0,0,0,0,0,0,0,
54,Jakarta Timur,KEC.KRAMAT JATI,KEL. CAWANG,"01, 02, 03, 05, 08",5,14,0,0,20 - 80 cm," 16, 26 februari 2019",0,0,0,0,0,0,0,0,
55,Jakarta Timur,KEC.KRAMAT JATI,KEL. CILILITAN,"06, 07",2,5,0,0,20 - 90 cm," 16, 26 februari 2019",0,0,0,0,0,0,0,0,
56,Jakarta Pusat,KEC. SENEN,KEL. KRAMAT,1,1,1,0,0,20 cm, 26 maret 2019,0,0,0,0,0,0,0,0,
57,Jakarta Utara,KEC. CILINCING,KEL. SEMPER TIMUR,"03, 09",2,6,0,0,10 cm - 50 cm,05 maret 2019,0,0,0,0,0,0,0,0,
58,Jakarta Utara,KEC. CILINCING,KEL. KALIBARU,"07, 08, 012",3,3,0,0,30 cm ,05 maret 2019,0,0,0,0,0,0,0,0,
59,Jakarta Utara,KEC. CILINCING,KEL. CILINCING,"06, 09",2,4,0,0,30 cm ,05 maret 2019,0,0,0,0,0,0,0,0,
60,Jakarta Utara,KEC. CILINCING,KEL. ROROTAN,5,1,1,0,0,50 cm,05 maret 2019,0,0,0,0,0,0,0,0,
61,Jakarta Utara,KEC. KELAPA GADING,KEL. PEGANGSAAN DUA,3,1,1,0,0,30 cm ,05 maret 2019,0,0,0,0,0,0,0,0,
62,Jakarta Utara,KEC. KOJA,KEL. RAWA BADAK SELATAN,"01, 04, 011",3,4,0,0,10 cm - 20 cm,05 maret 2019,0,0,0,0,0,0,0,0,
63,Jakarta Utara,KEC. PADEMANGAN,KEL. ANCOL,"05, 010, 012",3,3,0,0,25 cm - 30 cm,"05, 06 maret 2019",0,0,0,0,0,0,0,0,
64,Jakarta Utara,KEC. PENJARINGAN,KEL. PLUIT,"01, 011, 022",3,7,0,0,40 cm ,05 maret 2019,0,0,0,0,0,0,0,0,
65,Jakarta Utara,KEC. PENJARINGAN,KEL. PEJAGALAN,"07, 015",2,2,0,0,15 cm - 30 cm,05 maret 2019,0,0,0,0,0,0,0,0,
66,Jakarta Utara,KEC. PENJARINGAN,KEL. PENJARINGAN,8,1,2,0,0,30 cm ,05 maret 2019,0,0,0,0,0,0,0,0,
67,Jakarta Utara,KEC. PENJARINGAN,KEL. KAMAL MUARA,3,1,1,0,0,50 cm,05 maret 2019,0,0,0,0,0,0,0,0,
68,Jakarta Utara,KEC. TANJUNG PRIOK,KEL. WARAKAS,1,1,4,0,0,50 cm,05 maret 2019,0,0,0,0,0,0,0,0,
69,Jakarta Utara,KEC. TANJUNG PRIOK,KEL. KEBON BAWANG,2,1,1,0,0,10 cm,05 maret 2019,0,0,0,0,0,0,0,0,
70,Jakarta Utara,KEC. TANJUNG PRIOK,KEL. SUNGAI BAMBU,10,1,1,0,0,15 cm,05 maret 2019,0,0,0,0,0,0,0,0,
71,Jakarta Utara,KEC. TANJUNG PRIOK,KEL. TANJUNG PRIOK,"01, 03, 06, 012, 013, 014, 015",7,7,0,0,20 cm - 30 cm,05 maret 2019,0,0,0,0,0,0,0,0,
72,Jakarta Barat,KEC. KEBON JERUK,KEL. KEDOYA UTARA,"01,02,04,08",4,8,0,0,15 cm - 50 cm, 05 maret 2019,0,0,0,0,0,0,0,0,
73,Jakarta Barat,KEC. KEBON JERUK,KEL. KEDOYA SELATAN,2,1,1,0,0,25 cm , 05 maret 2019,0,0,0,0,0,0,0,0,
74,Jakarta Barat,KEC. KEBON JERUK,KEL. DURI KEPA,"02, 03, 04, 05, 08, 09, 013",7,8,0,0,20 cm - 40 cm, 05 maret 2019,0,0,0,0,0,0,0,0,
75,Jakarta Barat,KEC. CENGKARENG,KEL. KEDAUNG KALI ANGKE,"01, 02, 03, 04, 05, 06, 07, 08",8,24,29,85,40 cm - 75 cm, 05 maret 2019,0,0,0,0,85,2,0,0,
76,Jakarta Barat,KEC. CENGKARENG,KEL. RAWA BUAYA,"01, 02, 04, 011",4,19,0,0,20 cm - 70 cm, 05 maret 2019,0,0,0,0,0,0,0,0,
77,Jakarta Barat,KEC. CENGKARENG,KEL. CENGKARENG TIMUR,"03, 04, 05, 012, 013, 014, 016",7,44,0,0,10 cm - 50 cm," 05, 06 maret 2019",0,0,0,0,0,0,0,0,
78,Jakarta Barat,KEC. CENGKARENG,KEL. CENGKARENG BARAT,"06, 08, 09, 010, 014",5,13,0,0,50 cm , 05 maret 2019,0,0,0,0,0,0,0,0,
79,Jakarta Barat,KEC. CENGKARENG,KEL. KAPUK,"01, 02, 3, 05, 06, 07, 09, 010, 012, 013, 015, 016",12,24,0,0,15 cm - 50 cm, 05 maret 2019,0,0,0,0,0,0,0,0,
80,Jakarta Barat,KEC. GROGOL PETAMBURAN,KEL. JELAMBAR BARU,"01, 02, 03, 04, 05, 06, 010, 012",8,8,0,0,20 cm - 60 cm, 05 maret 2019,0,0,0,0,0,0,0,0,
81,Jakarta Barat,KEC. GROGOL PETAMBURAN,KEL. JELAMBAR ,"03, 04, 07",3,3,0,0,30 cm - 40 cm, 05 maret 2019,0,0,0,0,0,0,0,0,
82,Jakarta Barat,KEC. KALIDERES,KEL. TEGAL ALUR,"01, 03, 04",3,10,0,0,15 cm - 80  cm, 05 maret 2019,0,0,0,0,0,0,0,0,
83,Jakarta Barat,KEC. KEMBANGAN,KEL. JOGLO,6,1,1,0,0,15 cm, 05 maret 2019,0,0,0,0,0,0,0,0,
84,Jakarta Barat,KEC. KEMBANGAN,KEL. KEMBANGAN UTARA,"04, 010",2,6,0,0,30 cm - 40 cm, 05 maret 2019,0,0,0,0,0,0,0,0,
85,Jakarta Barat,KEC. KEMBANGAN,KEL. KEMBANGAN SELATAN,8,1,1,0,0,20 cm, 05 maret 2019,0,0,0,0,0,0,0,0,
86,Jakarta Barat,KEC. TAMBORA,KEL. JEMBATAN LIMA,2,1,2,0,0,40 cm , 05 maret 2019,0,0,0,0,0,0,0,0,
87,Jakarta Selatan,KEC. PANCORAN,KEL. RAWAJATI,7,1,1,0,0,10 - 30 cm," 02,  maret 2019",0,0,0,0,0,0,0,0,
88,Jakarta Selatan,KEC. PASAR MINGGU,KEL. CILANDAK TIMUR,3,1,1,0,0,80 cm,31 maret 2019,0,0,0,0,0,0,0,0,
89,Jakarta Selatan,KEC. PASAR MINGGU,KEL. JATI PADANG,8,1,2,0,0,10 - 60 cm,31 maret 2019,0,0,0,0,0,0,0,0,
90,Jakarta Selatan,KEC. KEBAYORAN BARU,KEL. PETOGOGAN,2,1,4,0,0,60 cm,31 maret 2019,0,0,0,0,0,0,0,0,
91,Jakarta Selatan,KEC. CILANDAK,KEL. PONDOK LABU,10,1,1,0,0,10 - 30 cm,31 maret 2019,0,0,0,0,0,0,0,0,
92,Jakarta Timur,KEC. JATINEGARA,KEL. KAMPUNG MELAYU,"04, 05, 07,08",4,24,286,925,10 - 100 cm," 02,  maret 2019",0,0,0,0,0,0,0,0,
93,Jakarta Timur,KEC. KRAMAT JATI,KEL.CAWANG,"01, 02, 03, 05, 08",5,11,0,0,10 - 80 cm," 02,  maret 2019",0,0,0,0,0,0,0,0,
94,Jakarta Timur,KEC. MAKASAR,KEL. CIPINANG MELAYU,3,1,5,0,0,5 - 10 cm," 03,  maret 2019",0,0,0,0,0,0,0,0,
95,Jakarta Timur,KEC. CAKUNG,KEL. RAWA TERATE,5,1,1,0,0,10 cm - 20 cm , 06 maret 2019,0,0,0,0,0,0,0,0,
96,Jakarta Timur,KEC. CAKUNG,KEL. JATINEGARA,8,1,1,0,0,20 cm, 25 maret 2019,0,0,0,0,0,0,0,0,
97,Jakarta Timur,KEC. PASAR REBO,KEL. KALISARI,9,1,1,0,0,50 cm,31 maret 2019,0,0,0,0,0,0,0,0,
98,Jakarta Timur,KEC. CIRACAS,KEL. CIRACAS,9,1,1,0,0,50 cm,31 maret 2019,0,0,0,0,0,0,0,0,
99,Jakarta Utara,KEC. PENJARINGAN,KEL. KAMAL MUARA ,4,1,1,0,0,3 - 10 cm," 20, 22 april 2019",0,0,0,0,0,0,0,0,
100,Jakarta Barat,KEC. CENGKARENG,KEL. CENGKARENG BARAT,"09, 10, 14",3,17,0,0,30 - 50 cm, 02 april 2019,0,0,0,0,0,0,0,0,
101,Jakarta Barat,KEC. CENGKARENG,KEL. RAWA BUAYA,"02, 04",2,5,0,0,20 - 80 cm, 28 april 2019,0,0,0,0,0,0,0,0,
102,Jakarta Barat,KEC. KEBON JERUK,KEL. KEDOYA SELATAN,5,1,7,0,0,10 - 30 cm," 08, 27 april 2019",0,0,0,0,0,0,0,0,
103,Jakarta Barat,KEC. KEMBANGAN,KEL. KEMBANGAN UTARA,"01, 04",2,2,44,138,40 - 110 cm, 27 april 2019,0,0,0,0,209,1,0,0,
104,Jakarta Barat,KEC. KEMBANGAN,KEL. KEMBANGAN SELATAN,9,1,1,0,0,20 cm, 27 april 2019,0,0,0,0,0,0,0,0,
105,Jakarta Selatan,KEC. KEBAYORAN BARU,KEL. PETOGOGAN,"02, 03",2,19,0,0,10 - 40 cm," 02, 27 april 2019",0,0,0,0,0,0,0,0,
106,Jakarta Selatan,KEC. KEBAYORAN BARU,KEL. CIPETE UTARA,6,1,3,0,0,30 - 90 cm, 27 april 2019,0,0,0,0,0,0,0,0,
107,Jakarta Selatan,KEC. PASAR MINGGU,KEL. JATI PADANG,"02, 03, 04, 05, 06",5,1,0,0,20 - 50 cm," 02, 16, 30 april 2019",0,0,0,0,0,0,0,0,
108,Jakarta Selatan,KEC. PASAR MINGGU,KEL. PEJATEN TIMUR,"05, 06, 07, 08",4,7,380,875,100 - 220 cm," 24, 26, 27 april 2019",0,0,0,0,0,0,0,0,
109,Jakarta Selatan,KEC. PANCORAN,KEL. PENGADEGAN,"01, 02, 11",3,4,167,639,10 - 250 cm," 24, 26, 27 april 2019",0,0,0,0,539,3,0,0,
110,Jakarta Selatan,KEC. PANCORAN,KEL. RAWAJATI,"01, 03, 07",3,7,0,0,30 - 100 cm , 26 april 2019,0,0,0,0,0,0,0,0,
111,Jakarta Selatan,KEC. PANCORAN,KEL. CIKOKO,1,1,1,0,0,20 - 30 cm, 26  april 2019,0,0,0,0,0,0,0,0,
112,Jakarta Selatan,KEC. TEBET,KEL. KEBON BARU,10,1,3,0,7,10 - 50 cm," 24, 26 april 2019",1,0,0,0,7,1,0,0,
113,Jakarta Selatan,KEC. TEBET,KEL. MANGGARAI,1,1,2,0,0,50 - 100,24 april 2019,0,0,0,0,0,0,0,0,
114,Jakarta Selatan,KEC. JAGAKARSA,KEL. LENTENG AGUNG,7,1,1,0,0,30 - 50 cm, 26 april 2019,0,0,0,0,0,0,0,0,
115,Jakarta Selatan,KEC. JAGAKARSA,KEL. SRENGSENG SAWAH,1,1,2,0,0,30 cm, 26 april 2019,0,0,0,0,0,0,0,0,
116,Jakarta Selatan,KEC. JAGAKARSA,KEL. JAGAKARSA,2,1,1,0,0,10 - 20 cm, 30 april 2019,0,0,0,0,0,0,0,0,
117,Jakarta Selatan,KEC. MAMPANG PRAPATAN,KEL. BANGKA,2,1,1,0,0,35 - 70 cm, 27 april 2019,0,0,0,0,0,0,0,0,
118,Jakarta Selatan,KEC. KEBAYORAN LAMA,KEL. PONDOK PINANG,"05, 08",2,4,0,0,10 - 60 cm," 27, 30  april 2019",0,0,0,0,0,0,0,0,
119,Jakarta Selatan,KEC. KEBAYORAN LAMA,KEL. CIPULIR,10,1,1,0,0,10 - 20 cm, 30 april 2019,0,0,0,0,0,0,0,0,
120,Jakarta Selatan,KEC. CILANDAK,KEL. PONDOK LABU,3,1,2,0,0,10 - 50 cm, 27 april 2019,0,0,0,0,0,0,0,0,
121,Jakarta Timur,KEC. MAKASAR,KEL. CIPINANG MELAYU,"02, 03, 04",3,11,0,0,20 - 60 cm," 02, 13, 30 april 2019",0,0,0,0,0,0,0,0,
122,Jakarta Timur,KEC. MAKASAR,KEL. KEBON PALA,"01, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",11,51,0,0,10 - 50 cm," 02, 30 april 2019",0,0,0,0,0,0,0,0,
123,Jakarta Timur,KEC. MAKASAR,KEL. MAKASAR,"04, 05, 07",3,13,0,0,10 - 100 cm, 30 april 2019,0,0,0,0,24,1,0,0,
124,Jakarta Timur,KEC. JATINEGARA,KEL. KAMPUNG MELAYU,"04, 05, 06, 07, 08",5,30,738,2312,10 - 250 cm," 05, 24, 26, 30 april 2019",0,0,0,0,1137,5,0,0,
125,Jakarta Timur,KEC. JATINEGARA,KEL. BIDARA CINA,"04, 05, 06, 07, 11, 12, 14, 15, 16",9,34,1127,3496,20 - 220 cm," 24, 26 april 2019",1,0,0,0,390,4,0,0,
126,Jakarta Timur,KEC. KRAMAT JATI,KEL. CAWANG,"01, 02, 03, 05, 06, 08, 12",7,20,459,1384,10 - 150 cm," 24, 26, 30 april 2019",0,0,0,0,1084,4,0,0,
127,Jakarta Timur,KEC. KRAMAT JATI,KEL. BALEKAMBANG,"01, 02, 04, 05",4,8,0,0,30 - 70 cm," 24, 26 april 2019",0,0,0,0,0,0,0,0,
128,Jakarta Timur,KEC. KRAMAT JATI,KEL. CILILITAN,"05, 06, 07, 15, 16",5,16,0,0,20 - 170 cm," 24, 26 april 2019",0,0,0,0,60,1,0,0,
129,Jakarta Timur,KEC. MATRAMAN,KEL. KEBON MANGGIS,4,1,3,0,0,10 - 20 cm, 27 april 2019,0,0,0,0,0,0,0,0,
130,Jakarta Timur,KEC. CIRACAS,KEL. CIBUBUR,"03, 10, 12",3,10,0,0,10 - 20 cm, 28 april 2019,0,0,0,0,0,0,0,0,
131,Jakarta Timur,KEC. CIRACAS,KEL. KELAPA DUA WETAN,2,1,2,0,0,10 - 30 cm, 28 april 2019,0,0,0,0,0,0,0,0,
132,Jakarta Timur,KEC. CIRACAS,KEL. RAMBUTAN,"02, 03, 05",3,7,0,0,20 - 40 cm, 30 april 2019,0,0,0,0,150,3,0,0,
135,Jakarta Selatan,KEC. KEBAYORAN LAMA,KEL. CIPULIR,10,1,1,0,0,10 - 20 cm,30 april 2019,0,0,0,0,0,0,0,0,
136,Jakarta Selatan,KEC. KEBAYORAN LAMA,KEL. PONDOK PINANG,5,1,1,0,0,10 - 30 cm,30 april 2019,0,0,0,0,0,0,0,0,
133,Jakarta Selatan,KEC. JAGAKARSA,KEL. JAGAKARSA,"03, 02",2,4,0,0,10 - 30 cm,30 april 2019,0,0,0,0,0,0,0,0,
133,Jakarta Selatan,KEC. JAGAKARSA,KEL. JAGAKARSA,"03, 02",2,4,0,0,10 - 30 cm,04 mei 2019,0,0,0,0,0,0,0,0,
134,Jakarta Selatan,KEC. PASAR MINGGU,KEL. PEJATEN TIMUR,"05, 06, 07, 08",4,6,150,355,20 - 40 cm, 06 mei 2019,0,0,0,0,0,0,0,0,
135,Jakarta Selatan,KEC. KEBAYORAN LAMA,KEL. CIPULIR,10,1,1,0,0,10 - 20 cm,30 mei 2019,0,0,0,0,0,0,0,0,
136,Jakarta Selatan,KEC. KEBAYORAN LAMA,KEL. PONDOK PINANG,5,1,1,0,0,10 - 30 cm,30 mei 2019,0,0,0,0,0,0,0,0,
137,Jakarta Timur,KEC. JATINEGARA,KEL. KAMPUNG MELAYU,"04, 05, 07",3,5,0,0,5 - 20 cm," 06, 16 mei 2019",0,0,0,0,0,0,0,0,
138,Jakarta Timur,KEC. JATINEGARA,KEL. BIDARA CINA,"07, 11",2,4,0,0,20 - 30 cm," 06, 16 mei 2019",0,0,0,0,0,0,0,0,
139,Jakarta Timur,KEC. MAKASAR,KEL. CIPINANG MELAYU,"03, 04",2,11,0,0,20 - 100 cm,30 mei 2019,0,0,0,0,0,0,0,0,
140,Jakarta Selatan,KEC. TEBET,KEL. KEBON BARU,10,1,2,0,0,10 - 30 cm,9 Oktober 2019,0,0,0,0,0,0,0,0,
141,Jakarta Selatan,KEC. PASAR MINGGU,KEL. PEJATEN TIMUR,"05, 06, 07, 08",4,6,0,0,60 - 100 cm,9 Oktober 2019,0,0,0,0,0,0,0,0,
142,Jakarta Selatan,KEC. PANCORAN,KEL. PENGADEGAN,1,1,1,0,0,30 cm,9 Oktober 2019,0,0,0,0,0,0,0,0,
143,Jakarta Timur,KEC. JATINEGARA,KEL. KAMPUNG MELAYU,"04, 05, 06, 07, 08",5,22,318,1034,10 - 60 cm,9 Oktober 2019,0,0,0,0,0,0,0,0,
144,Jakarta Timur,KEC. JATINEGARA,KEL. BIDARA CINA,"07, 11",2,4,73,169,20 - 40 cm,9 Oktober 2019,0,0,0,0,0,0,0,0,
145,Jakarta Timur,KEC. MAKASAR,KEL. BALEKAMBANG,5,1,2,0,0,10 - 40 cm,9 Oktober 2019,0,0,0,0,0,0,0,0,
146,Jakarta Timur,KEC. MAKASAR,KEL. CAWANG,"03, 05",2,5,0,0,30 - 100 cm,9 Oktober 2019,0,0,0,0,0,0,0,0,
147,Jakarta Barat,KEC. CENGKARENG,KEL. RAWA BUAYA,11,1,1,0,0,15  cm, 17 desember 2019,0,0,0,0,0,0,0,0,
148,Jakarta Barat,KEC. KEBON JERUK,KEL. SUKABUMI SELATAN ,"01, 02, 04, 05, 07, 08",6,6,0,0,20-100 cm, 17 desember 2019,0,0,0,0,0,0,0,0,
149,Jakarta Barat,KEC. PALMERAH,KEL. KOTA BAMBU UTARA,6,1,1,0,0,20-30 cm , 17 desember 2019,0,0,0,0,0,0,0,0,
150,Jakarta Barat,KEC. PALMERAH,KEL. PALMERAH,5,1,1,0,0,40cm , 27 desember 2019,0,0,0,0,0,0,0,0,
151,Jakarta Barat,KEC. KALI DERES,KEL. TEGAL ALUR,"01, 08, 03",3,7,210,1264,30-70 cm , 25 desember 2019,0,0,0,0,0,0,0,0,
152,Jakarta Barat,KEC. KALI DERES,KEL. KAMAL ,6,1,1,0,0,30 cm , 25 desember 2019,0,0,0,0,0,0,0,0,
153,Jakarta Selatan,KEC. PASAR MINGGU,KEL. JATI PADANG,"04, 06, 03, 02, 010",5,8,0,0,20 - 60  cm," 23, 27 desember 2019",0,0,0,0,0,0,0,0,
154,Jakarta Selatan,KEC. KEBAYORAN LAMA,KEL. PONDOK PINANG,"05, 08",2,8,0,0,25 - 75 cm ," 26, 27 desember 2019",0,0,0,0,0,0,0,0,
155,Jakarta Selatan,KEC. KEBAYORAN LAMA,KEL. CIPULIR,10,1,1,0,0,25 - 40 cm," 26, 27 desember 2019",0,0,0,0,0,0,0,0,
156,Jakarta Selatan,KEC. KEBAYORAN LAMA,KEL. KEBAYORAN LAMA SELATAN ,4,1,1,0,0,50 cm ,27 desember 2019,0,0,0,0,0,0,0,0,
157,Jakarta Selatan,KEC. CILANDAK,KEL CILANDAK BARAT,2,1,1,0,0,60 cm,"27,  desember 2019",0,0,0,0,0,0,0,0,
158,Jakarta Selatan,KEC. CILANDAK,KEL PONDOK LABU,"01, 03, 07, 010",4,10,0,0,30 - 70 cm,"27,  desember 2019",0,0,0,0,0,0,0,0,
159,Jakarta Selatan,KEC. KEBAYORAN BARU,KEL. CIPETE UTARA,"06, 010",2,4,0,0,20 - 75 cm ,"27,  desember 2019",0,0,0,0,0,0,0,0,
160,Jakarta Selatan,KEC. KEBAYORAN BARU,KEL. PETOGOGAN,3,1,1,0,0,45 cm ,"27,  desember 2019",0,0,0,0,0,0,0,0,
161,Jakarta Selatan,KEC. KEBAYORAN BARU,KEL. GUNUNG,1,1,6,0,0,50 - 80 cm ,"27,  desember 2019",0,0,0,0,0,0,0,0,
162,Jakarta Timur,KEC. MAKASAR,KEL. KEBON PALA,"06, 04, 05",3,3,0,0,30 - 50 cm ," 23, 27 desember 2019",0,0,0,0,0,0,0,0,
163,Jakarta Timur,KEC. KRAMAT JATI,KEL. BATU AMPAR,4,1,1,0,0,40 cm ,"27,  desember 2019",0,0,0,0,0,0,0,0,
164,Jakarta Timur,KEC. KRAMAT JATI,KEL. CAWANG,3,1,2,0,0,50 cm ,"27,  desember 2019",0,0,0,0,0,0,0,0,
165,Jakarta Timur,KEC. JATINEGARA,KEL. KAMPUNG MELAYU,"04, 05, 07, 08, ",4,25,106,337,20  - 40 cm ,"27, 31 desember 2019",0,0,0,0,0,0,0,0,
166,Jakarta Timur,KEC. JATINEGARA,KEL. BIDARA CINA,7,1,10,0,0,20 - 50 cm,"27,  desember 2019",0,0,0,0,0,0,0,0,
0,Jakarta Pusat,JOHAR BARU,JOHAR BARU,"RW 01, 02, 06, 08",4,4,35,140,10 - 30 cm,01 januari 2020,0,0,0,0,140,1,0,0,0.0
1,Jakarta Pusat,KEMAYORAN,GUNUNG SAHARI SELATAN,"RW 01, 02, 07, 08",4,4,0,0,10 - 70 cm,01 januari 2020,0,0,0,0,0,0,0,0,1.0
2,Jakarta Pusat,KEMAYORAN,SERDANG,"RW 01, 02, 06, 07",4,4,0,0,10 - 30 cm,01 januari 2020,1,0,0,0,0,0,0,0,2.0
3,Jakarta Pusat,SAWAH BESAR,PASAR BARU,"RW 02, 03, 04, 05, 06, 07, 08",7,7,155,625,10 - 70 cm,01 januari 2020,0,0,0,0,625,5,0,0,3.0
4,Jakarta Pusat,TANAH ABANG,BENDUNGAN HILIR,"RW 07, 09",2,2,52,195,31 - 70 cm,01 januari 2020,0,0,0,0,195,6,0,0,4.0
5,Jakarta Pusat,TANAH ABANG,KARET TENGSIN,"RW 02, 03, 04, 05, 06, 07, 09, 11",8,31,535,2078,71 - 150 cm,01 januari 2020,0,0,0,0,2078,8,0,0,5.0
6,Jakarta Pusat,TANAH ABANG,PETAMBURAN,"RW 02, 03",2,2,0,0,40 - 60 cm,18 januari 2020,1,0,0,0,0,0,0,0,6.0
7,Jakarta Utara,CILINCING,CILINCING,"RW 05, 06, 09",3,21,280,1121,10 - 35 cm,01 januari 2020,0,0,0,0,1121,14,0,0,7.0
8,Jakarta Utara,CILINCING,MARUNDA,RW 04,1,1,0,0,10 - 30 cm,01 januari 2020,0,0,0,0,0,0,0,0,8.0
9,Jakarta Utara,CILINCING,ROROTAN,"RW 01, 02, 03, 04, 05",5,5,36,150,10 - 150 cm,"01, 24 januari 2020",1,0,0,0,338,3,0,0,9.0
10,Jakarta Utara,CILINCING,SEMPER BARAT,"RW 01, 02, 04, 05, 16",5,5,143,574,10 - 70 cm,01 januari 2020,0,0,0,0,574,7,0,0,10.0
