Unnamed: 0,tanggal_kejadian,kota_administrasi,lokasi,rw,jumlah_terdampak_jiwa,ketinggian_air
1190,13 april 2020,jakarta selatan,"jakarta selatan, ragunan",09,0,30 cm
1191,18 april 2020,jakarta selatan,"jakarta selatan, pejaten timur",05,0,10 s.d. 30 cm
1191,18 april 2020,jakarta selatan,"jakarta selatan, pejaten timur",08,0,10 s.d. 30 cm
1192,19 april 2020,jakarta selatan,"jakarta selatan, pejaten timur",05,0,10 s.d. 30 cm
1192,19 april 2020,jakarta selatan,"jakarta selatan, pejaten timur",08,0,10 s.d. 30 cm
1193,29 april 2020,jakarta selatan,"jakarta selatan, pejaten timur",05,0,10 s.d. 30 cm
1193,29 april 2020,jakarta selatan,"jakarta selatan, pejaten timur",08,0,10 s.d. 30 cm
1194,27 april 2020,jakarta selatan,"jakarta selatan, jati padang",02,0,15 s.d. 70 cm
1194,27 april 2020,jakarta selatan,"jakarta selatan, jati padang",03,0,15 s.d. 70 cm
1194,27 april 2020,jakarta selatan,"jakarta selatan, jati padang",05,0,15 s.d. 70 cm
1194,27 april 2020,jakarta selatan,"jakarta selatan, jati padang",06,0,15 s.d. 70 cm
1195,29 april 2020,jakarta selatan,"jakarta selatan, jati padang",02,0,15 s.d. 70 cm
1195,29 april 2020,jakarta selatan,"jakarta selatan, jati padang",03,0,15 s.d. 70 cm
1195,29 april 2020,jakarta selatan,"jakarta selatan, jati padang",05,0,15 s.d. 70 cm
1195,29 april 2020,jakarta selatan,"jakarta selatan, jati padang",06,0,15 s.d. 70 cm
1196,30 april 2020,jakarta selatan,"jakarta selatan, pejaten barat",04,0,10 s.d. 30 cm
1196,30 april 2020,jakarta selatan,"jakarta selatan, pejaten barat",07,0,10 s.d. 30 cm
1196,30 april 2020,jakarta selatan,"jakarta selatan, pejaten barat",08,0,10 s.d. 30 cm
1197,6 april 2020,jakarta selatan,"jakarta selatan, pondok pinang",05,0,30 s.d. 40 cm
1197,6 april 2020,jakarta selatan,"jakarta selatan, pondok pinang",08,0,30 s.d. 40 cm
1198,26 april 2020,jakarta selatan,"jakarta selatan, pondok pinang",05,0,30 s.d. 40 cm
1198,26 april 2020,jakarta selatan,"jakarta selatan, pondok pinang",08,0,30 s.d. 40 cm
1199,29 april 2020,jakarta selatan,"jakarta selatan, pondok pinang",05,0,30 s.d. 40 cm
1199,29 april 2020,jakarta selatan,"jakarta selatan, pondok pinang",08,0,30 s.d. 40 cm
1200,30 april 2020,jakarta selatan,"jakarta selatan, kebayoran lama selatan",03,0,30 cm
1200,30 april 2020,jakarta selatan,"jakarta selatan, kebayoran lama selatan",04,0,30 cm
1201,6 april 2020,jakarta selatan,"jakarta selatan, kebon baru",05,0,15 s.d. 30 cm
1201,6 april 2020,jakarta selatan,"jakarta selatan, kebon baru",06,0,15 s.d. 30 cm
1201,6 april 2020,jakarta selatan,"jakarta selatan, kebon baru",010,0,15 s.d. 30 cm
1201,6 april 2020,jakarta selatan,"jakarta selatan, kebon baru",012,0,15 s.d. 30 cm
1202,15 april 2020,jakarta selatan,"jakarta selatan, kebon baru",05,0,15 s.d. 30 cm
1202,15 april 2020,jakarta selatan,"jakarta selatan, kebon baru",06,0,15 s.d. 30 cm
1202,15 april 2020,jakarta selatan,"jakarta selatan, kebon baru",010,0,15 s.d. 30 cm
1202,15 april 2020,jakarta selatan,"jakarta selatan, kebon baru",012,0,15 s.d. 30 cm
1203,29 april 2020,jakarta selatan,"jakarta selatan, kebon baru",05,0,15 s.d. 30 cm
1203,29 april 2020,jakarta selatan,"jakarta selatan, kebon baru",06,0,15 s.d. 30 cm
1203,29 april 2020,jakarta selatan,"jakarta selatan, kebon baru",010,0,15 s.d. 30 cm
1203,29 april 2020,jakarta selatan,"jakarta selatan, kebon baru",012,0,15 s.d. 30 cm
1204,29 april 2020,jakarta selatan,"jakarta selatan, tebet barat",07,0,40 cm
1205,6 april 2020,jakarta selatan,"jakarta selatan, kuningan barat",04,0,10 s.d. 30 cm
1205,6 april 2020,jakarta selatan,"jakarta selatan, kuningan barat",05,0,10 s.d. 30 cm
1206,29 april 2020,jakarta selatan,"jakarta selatan, bangka",01,0,10 s.d. 90 cm
1206,29 april 2020,jakarta selatan,"jakarta selatan, bangka",02,0,10 s.d. 90 cm
1206,29 april 2020,jakarta selatan,"jakarta selatan, bangka",03,0,10 s.d. 90 cm
1206,29 april 2020,jakarta selatan,"jakarta selatan, bangka",04,0,10 s.d. 90 cm
1207,30 april 2020,jakarta selatan,"jakarta selatan, bangka",01,0,10 s.d. 90 cm
1207,30 april 2020,jakarta selatan,"jakarta selatan, bangka",02,0,10 s.d. 90 cm
1207,30 april 2020,jakarta selatan,"jakarta selatan, bangka",03,0,10 s.d. 90 cm
1207,30 april 2020,jakarta selatan,"jakarta selatan, bangka",04,0,10 s.d. 90 cm
1208,29 april 2020,jakarta selatan,"jakarta selatan, pela mampang",01,0,20 s.d. 50 cm
1208,29 april 2020,jakarta selatan,"jakarta selatan, pela mampang",03,0,20 s.d. 50 cm
1209,26 april 2020,jakarta selatan,"jakarta selatan, lebak bulus",04,10,50 s.d. 70 cm
1209,26 april 2020,jakarta selatan,"jakarta selatan, lebak bulus",08,10,50 s.d. 70 cm
1210,27 april 2020,jakarta selatan,"jakarta selatan, cipete selatan",07,0,50 cm
1211,27 april 2020,jakarta selatan,"jakarta selatan, gandaria selatan",07,0,30 s.d. 80 cm
1212,29 april 2020,jakarta selatan,"jakarta selatan, duren tiga",05,0,20 s.d. 50 cm
1213,30 april 2020,jakarta selatan,"jakarta selatan, duren tiga",05,0,20 s.d. 50 cm
1214,29 april 2020,jakarta selatan,"jakarta selatan, rawajati",04,0,15 cm
1215,29 april 2020,jakarta selatan,"jakarta selatan, kalibata",04,0,10 s.d. 20 cm
1215,29 april 2020,jakarta selatan,"jakarta selatan, kalibata",08,0,10 s.d. 20 cm
1216,30 april 2020,jakarta selatan,"jakarta selatan, kalibata",04,0,10 s.d. 20 cm
1216,30 april 2020,jakarta selatan,"jakarta selatan, kalibata",08,0,10 s.d. 20 cm
1217,29 april 2020,jakarta selatan,"jakarta selatan, bintaro",01,0,10 s.d. 20 cm
1217,29 april 2020,jakarta selatan,"jakarta selatan, bintaro",04,0,10 s.d. 20 cm
1217,29 april 2020,jakarta selatan,"jakarta selatan, bintaro",09,0,10 s.d. 20 cm
1217,29 april 2020,jakarta selatan,"jakarta selatan, bintaro",011,0,10 s.d. 20 cm
1218,30 april 2020,jakarta selatan,"jakarta selatan, gandaria utara",02,0,30 cm
1219,30 april 2020,jakarta selatan,"jakarta selatan, petogogan",03,0,50 cm
1220,1 april 2020,jakarta timur,"jakarta timur, kampung melayu",04,817,10 s.d. 70 cm
1220,1 april 2020,jakarta timur,"jakarta timur, kampung melayu",05,817,10 s.d. 70 cm
1220,1 april 2020,jakarta timur,"jakarta timur, kampung melayu",07,817,10 s.d. 70 cm
1220,1 april 2020,jakarta timur,"jakarta timur, kampung melayu",08,817,10 s.d. 70 cm
1221,18 april 2020,jakarta timur,"jakarta timur, kampung melayu",04,817,10 s.d. 70 cm
1221,18 april 2020,jakarta timur,"jakarta timur, kampung melayu",05,817,10 s.d. 70 cm
1221,18 april 2020,jakarta timur,"jakarta timur, kampung melayu",07,817,10 s.d. 70 cm
1221,18 april 2020,jakarta timur,"jakarta timur, kampung melayu",08,817,10 s.d. 70 cm
1222,19 april 2020,jakarta timur,"jakarta timur, kampung melayu",04,817,10 s.d. 70 cm
1222,19 april 2020,jakarta timur,"jakarta timur, kampung melayu",05,817,10 s.d. 70 cm
1222,19 april 2020,jakarta timur,"jakarta timur, kampung melayu",07,817,10 s.d. 70 cm
1222,19 april 2020,jakarta timur,"jakarta timur, kampung melayu",08,817,10 s.d. 70 cm
1223,6 april 2020,jakarta timur,"jakarta timur, cipinang muara",013,0,10 s.d. 35 cm
1224,18 april 2020,jakarta timur,"jakarta timur, bidara cina",07,153,20 s.d. 130 cm
1224,18 april 2020,jakarta timur,"jakarta timur, bidara cina",011,153,20 s.d. 130 cm
1225,19 april 2020,jakarta timur,"jakarta timur, bidara cina",07,153,20 s.d. 130 cm
1225,19 april 2020,jakarta timur,"jakarta timur, bidara cina",011,153,20 s.d. 130 cm
1226,29 april 2020,jakarta timur,"jakarta timur, cipinang cempedak",08,0,15 cm
1227,5 april 2020,jakarta timur,"jakarta timur, pekayon",07,0,30 cm
1228,13 april 2020,jakarta timur,"jakarta timur, kalisari",02,0,15 cm
1229,6 april 2020,jakarta timur,"jakarta timur, rawa terate",05,0,10 s.d. 20 cm
1230,6 april 2020,jakarta timur,"jakarta timur, cipinang melayu",03,476,10 s.d. 50 cm
1230,6 april 2020,jakarta timur,"jakarta timur, cipinang melayu",04,476,10 s.d. 50 cm
1231,12 april 2020,jakarta timur,"jakarta timur, cipinang melayu",03,476,10 s.d. 50 cm
1231,12 april 2020,jakarta timur,"jakarta timur, cipinang melayu",04,476,10 s.d. 50 cm
1232,30 april 2020,jakarta timur,"jakarta timur, cipinang melayu",03,476,10 s.d. 50 cm
1232,30 april 2020,jakarta timur,"jakarta timur, cipinang melayu",04,476,10 s.d. 50 cm
1233,30 april 2020,jakarta timur,"jakarta timur, makasar",02,1380,10 cm
1233,30 april 2020,jakarta timur,"jakarta timur, makasar",03,1380,10 cm
1233,30 april 2020,jakarta timur,"jakarta timur, makasar",04,1380,10 cm
1233,30 april 2020,jakarta timur,"jakarta timur, makasar",05,1380,10 cm
1233,30 april 2020,jakarta timur,"jakarta timur, makasar",06,1380,10 cm
1233,30 april 2020,jakarta timur,"jakarta timur, makasar",07,1380,10 cm
1234,30 april 2020,jakarta timur,"jakarta timur, pinang ranti",04,0,20 s.d. 40 cm
1235,6 april 2020,jakarta timur,"jakarta timur, duren sawit",010,0,10 s.d. 30 cm
1236,12 april 2020,jakarta timur,"jakarta timur, lubang buaya",012,0,15 s.d. 20 cm
1237,30 april 2020,jakarta timur,"jakarta timur, lubang buaya",012,0,15 s.d. 20 cm
1238,30 april 2020,jakarta timur,"jakarta timur, bambu apus",03,0,20 cm
1239,18 april 2020,jakarta timur,"jakarta timur, cawang",01,0,20 s.d. 110 cm
1239,18 april 2020,jakarta timur,"jakarta timur, cawang",02,0,20 s.d. 110 cm
1239,18 april 2020,jakarta timur,"jakarta timur, cawang",03,0,20 s.d. 110 cm
1239,18 april 2020,jakarta timur,"jakarta timur, cawang",05,0,20 s.d. 110 cm
1239,18 april 2020,jakarta timur,"jakarta timur, cawang",08,0,20 s.d. 110 cm
1240,19 april 2020,jakarta timur,"jakarta timur, cawang",01,0,20 s.d. 110 cm
1240,19 april 2020,jakarta timur,"jakarta timur, cawang",02,0,20 s.d. 110 cm
1240,19 april 2020,jakarta timur,"jakarta timur, cawang",03,0,20 s.d. 110 cm
1240,19 april 2020,jakarta timur,"jakarta timur, cawang",05,0,20 s.d. 110 cm
1240,19 april 2020,jakarta timur,"jakarta timur, cawang",08,0,20 s.d. 110 cm
1241,19 april 2020,jakarta timur,"jakarta timur, cililitan",07,65,10 s.d. 100 cm
1241,19 april 2020,jakarta timur,"jakarta timur, cililitan",016,65,10 s.d. 100 cm
1242,29 april 2020,jakarta timur,"jakarta timur, cililitan",07,65,10 s.d. 100 cm
1242,29 april 2020,jakarta timur,"jakarta timur, cililitan",016,65,10 s.d. 100 cm
1243,29 april 2020,jakarta timur,"jakarta timur, batu ampar",01,0,15 s.d. 45 cm
1243,29 april 2020,jakarta timur,"jakarta timur, batu ampar",02,0,15 s.d. 45 cm
1243,29 april 2020,jakarta timur,"jakarta timur, batu ampar",03,0,15 s.d. 45 cm
1243,29 april 2020,jakarta timur,"jakarta timur, batu ampar",05,0,15 s.d. 45 cm
1244,30 april 2020,jakarta timur,"jakarta timur, batu ampar",01,0,15 s.d. 45 cm
1244,30 april 2020,jakarta timur,"jakarta timur, batu ampar",02,0,15 s.d. 45 cm
1244,30 april 2020,jakarta timur,"jakarta timur, batu ampar",03,0,15 s.d. 45 cm
1244,30 april 2020,jakarta timur,"jakarta timur, batu ampar",05,0,15 s.d. 45 cm
1245,30 april 2020,jakarta timur,"jakarta timur, balekambang",02,0,20 cm
1246,30 april 2020,jakarta timur,"jakarta timur, ciracas",02,0,20 cm
1246,30 april 2020,jakarta timur,"jakarta timur, ciracas",010,0,20 cm
1247,30 april 2020,jakarta timur,"jakarta timur, rambutan",02,0,20 s.d. 50 cm
1247,30 april 2020,jakarta timur,"jakarta timur, rambutan",03,0,20 s.d. 50 cm
1248,21 mei 2020,jakarta barat,"jakarta barat, kembangan selatan",09,0,20 - 30 cm
1249,8 mei 2020,jakarta barat,"jakarta barat, meruya utara",06,0,10 cm
1250,6 mei 2020,jakarta selatan,"jakarta selatan, ciganjur",05,0,30 - 40 cm
1250,6 mei 2020,jakarta selatan,"jakarta selatan, ciganjur",06,0,30 - 40 cm
1251,19 mei 2020,jakarta selatan,"jakarta selatan, pondok pinang",05,77,20 - 100 cm
1251,19 mei 2020,jakarta selatan,"jakarta selatan, pondok pinang",08,77,20 - 100 cm
1252,21 mei 2020,jakarta selatan,"jakarta selatan, pondok pinang",05,77,20 - 100 cm
1252,21 mei 2020,jakarta selatan,"jakarta selatan, pondok pinang",08,77,20 - 100 cm
1253,19 mei 2020,jakarta selatan,"jakarta selatan, pengadegan",01,0,10 - 100 cm
1254,21 mei 2020,jakarta selatan,"jakarta selatan, pengadegan",01,0,10 - 100 cm
1255,18 mei 2020,jakarta selatan,"jakarta selatan, rawajati",07,0,20 - 60 cm
1256,19 mei 2020,jakarta selatan,"jakarta selatan, rawajati",07,0,20 - 60 cm
1257,21 mei 2020,jakarta selatan,"jakarta selatan, rawajati",07,0,20 - 60 cm
1258,6 mei 2020,jakarta selatan,"jakarta selatan, jati padang",06,0,20 - 50 cm
1259,10 mei 2020,jakarta selatan,"jakarta selatan, jati padang",06,0,20 - 50 cm
1260,10 mei 2020,jakarta selatan,"jakarta selatan, pejaten timur",03,456,50 cm - 150 cm
1260,10 mei 2020,jakarta selatan,"jakarta selatan, pejaten timur",05,456,50 cm - 150 cm
1260,10 mei 2020,jakarta selatan,"jakarta selatan, pejaten timur",06,456,50 cm - 150 cm
1260,10 mei 2020,jakarta selatan,"jakarta selatan, pejaten timur",07,456,50 cm - 150 cm
1260,10 mei 2020,jakarta selatan,"jakarta selatan, pejaten timur",08,456,50 cm - 150 cm
1260,10 mei 2020,jakarta selatan,"jakarta selatan, pejaten timur",09,456,50 cm - 150 cm
1261,18 mei 2020,jakarta selatan,"jakarta selatan, pejaten timur",03,456,50 cm - 150 cm
1261,18 mei 2020,jakarta selatan,"jakarta selatan, pejaten timur",05,456,50 cm - 150 cm
1261,18 mei 2020,jakarta selatan,"jakarta selatan, pejaten timur",06,456,50 cm - 150 cm
1261,18 mei 2020,jakarta selatan,"jakarta selatan, pejaten timur",07,456,50 cm - 150 cm
1261,18 mei 2020,jakarta selatan,"jakarta selatan, pejaten timur",08,456,50 cm - 150 cm
1261,18 mei 2020,jakarta selatan,"jakarta selatan, pejaten timur",09,456,50 cm - 150 cm
1262,19 mei 2020,jakarta selatan,"jakarta selatan, pejaten timur",03,456,50 cm - 150 cm
1262,19 mei 2020,jakarta selatan,"jakarta selatan, pejaten timur",05,456,50 cm - 150 cm
1262,19 mei 2020,jakarta selatan,"jakarta selatan, pejaten timur",06,456,50 cm - 150 cm
1262,19 mei 2020,jakarta selatan,"jakarta selatan, pejaten timur",07,456,50 cm - 150 cm
1262,19 mei 2020,jakarta selatan,"jakarta selatan, pejaten timur",08,456,50 cm - 150 cm
1262,19 mei 2020,jakarta selatan,"jakarta selatan, pejaten timur",09,456,50 cm - 150 cm
1263,21 mei 2020,jakarta selatan,"jakarta selatan, pejaten timur",03,456,50 cm - 150 cm
1263,21 mei 2020,jakarta selatan,"jakarta selatan, pejaten timur",05,456,50 cm - 150 cm
1263,21 mei 2020,jakarta selatan,"jakarta selatan, pejaten timur",06,456,50 cm - 150 cm
1263,21 mei 2020,jakarta selatan,"jakarta selatan, pejaten timur",07,456,50 cm - 150 cm
1263,21 mei 2020,jakarta selatan,"jakarta selatan, pejaten timur",08,456,50 cm - 150 cm
1263,21 mei 2020,jakarta selatan,"jakarta selatan, pejaten timur",09,456,50 cm - 150 cm
1264,18 mei 2020,jakarta selatan,"jakarta selatan, kebon baru",10,0,15 cm - 65 cm
1265,19 mei 2020,jakarta selatan,"jakarta selatan, kebon baru",10,0,15 cm - 65 cm
1266,21 mei 2020,jakarta selatan,"jakarta selatan, kebon baru",10,0,15 cm - 65 cm
1267,19 mei 2020,jakarta selatan,"jakarta selatan, manggarai",01,0,50 cm
1268,29 mei 2020,jakarta timur,"jakarta timur, cilangkap",02,0,50 cm
1268,29 mei 2020,jakarta timur,"jakarta timur, cilangkap",06,0,50 cm
1269,6 mei 2020,jakarta timur,"jakarta timur, cibubur",03,0,50 cm
1269,6 mei 2020,jakarta timur,"jakarta timur, cibubur",10,0,50 cm
1270,6 mei 2020,jakarta timur,"jakarta timur, ciracas",04,0,50 cm
1270,6 mei 2020,jakarta timur,"jakarta timur, ciracas",05,0,50 cm
1271,10 mei 2020,jakarta timur,"jakarta timur, rambutan",02,0,30 - 50 cm
1271,10 mei 2020,jakarta timur,"jakarta timur, rambutan",03,0,30 - 50 cm
1272,18 mei 2020,jakarta timur,"jakarta timur, rambutan",02,0,30 - 50 cm
1272,18 mei 2020,jakarta timur,"jakarta timur, rambutan",03,0,30 - 50 cm
1273,19 mei 2020,jakarta timur,"jakarta timur, bidara cina",07,1370,30 - 180 cm
1273,19 mei 2020,jakarta timur,"jakarta timur, bidara cina",11,1370,30 - 180 cm
1274,21 mei 2020,jakarta timur,"jakarta timur, bidara cina",07,1370,30 - 180 cm
1274,21 mei 2020,jakarta timur,"jakarta timur, bidara cina",11,1370,30 - 180 cm
1275,18 mei 2020,jakarta timur,"jakarta timur, kampung melayu",04,1214,10 - 180 cm
1275,18 mei 2020,jakarta timur,"jakarta timur, kampung melayu",05,1214,10 - 180 cm
1275,18 mei 2020,jakarta timur,"jakarta timur, kampung melayu",06,1214,10 - 180 cm
1275,18 mei 2020,jakarta timur,"jakarta timur, kampung melayu",07,1214,10 - 180 cm
1275,18 mei 2020,jakarta timur,"jakarta timur, kampung melayu",08,1214,10 - 180 cm
1276,19 mei 2020,jakarta timur,"jakarta timur, kampung melayu",04,1214,10 - 180 cm
1276,19 mei 2020,jakarta timur,"jakarta timur, kampung melayu",05,1214,10 - 180 cm
1276,19 mei 2020,jakarta timur,"jakarta timur, kampung melayu",06,1214,10 - 180 cm
1276,19 mei 2020,jakarta timur,"jakarta timur, kampung melayu",07,1214,10 - 180 cm
1276,19 mei 2020,jakarta timur,"jakarta timur, kampung melayu",08,1214,10 - 180 cm
1277,21 mei 2020,jakarta timur,"jakarta timur, kampung melayu",04,1214,10 - 180 cm
1277,21 mei 2020,jakarta timur,"jakarta timur, kampung melayu",05,1214,10 - 180 cm
1277,21 mei 2020,jakarta timur,"jakarta timur, kampung melayu",06,1214,10 - 180 cm
1277,21 mei 2020,jakarta timur,"jakarta timur, kampung melayu",07,1214,10 - 180 cm
1277,21 mei 2020,jakarta timur,"jakarta timur, kampung melayu",08,1214,10 - 180 cm
1278,18 mei 2020,jakarta timur,"jakarta timur, balekambang",05,0,40 - 100 cm
1279,19 mei 2020,jakarta timur,"jakarta timur, balekambang",05,0,40 - 100 cm
1280,10 mei 2020,jakarta timur,"jakarta timur, batu ampar",02,0,10 cm
1281,19 mei 2020,jakarta timur,"jakarta timur, cawang",01,0,20 - 200 cm
1281,19 mei 2020,jakarta timur,"jakarta timur, cawang",02,0,20 - 200 cm
1281,19 mei 2020,jakarta timur,"jakarta timur, cawang",03,0,20 - 200 cm
1281,19 mei 2020,jakarta timur,"jakarta timur, cawang",05,0,20 - 200 cm
1281,19 mei 2020,jakarta timur,"jakarta timur, cawang",08,0,20 - 200 cm
1281,19 mei 2020,jakarta timur,"jakarta timur, cawang",12,0,20 - 200 cm
1282,21 mei 2020,jakarta timur,"jakarta timur, cawang",01,0,20 - 200 cm
1282,21 mei 2020,jakarta timur,"jakarta timur, cawang",02,0,20 - 200 cm
1282,21 mei 2020,jakarta timur,"jakarta timur, cawang",03,0,20 - 200 cm
1282,21 mei 2020,jakarta timur,"jakarta timur, cawang",05,0,20 - 200 cm
1282,21 mei 2020,jakarta timur,"jakarta timur, cawang",08,0,20 - 200 cm
1282,21 mei 2020,jakarta timur,"jakarta timur, cawang",12,0,20 - 200 cm
1283,19 mei 2020,jakarta timur,"jakarta timur, cililitan",06,0,20 - 200 cm
1283,19 mei 2020,jakarta timur,"jakarta timur, cililitan",07,0,20 - 200 cm
1283,19 mei 2020,jakarta timur,"jakarta timur, cililitan",16,0,20 - 200 cm
1284,21 mei 2020,jakarta timur,"jakarta timur, cililitan",06,0,20 - 200 cm
1284,21 mei 2020,jakarta timur,"jakarta timur, cililitan",07,0,20 - 200 cm
1284,21 mei 2020,jakarta timur,"jakarta timur, cililitan",16,0,20 - 200 cm
1285,10 mei 2020,jakarta timur,"jakarta timur, tengah",09,0,20 cm
1286,19 mei 2020,jakarta timur,"jakarta timur, kebon manggis",04,0,20 cm
1287,6 mei 2020,jakarta timur,"jakarta timur, pekayon",02,0,10 - 100 cm
1287,6 mei 2020,jakarta timur,"jakarta timur, pekayon",07,0,10 - 100 cm
1288,3 juni 2020,jakarta utara,"jakarta utara, pluit",01,120,10 - 120 cm
1288,3 juni 2020,jakarta utara,"jakarta utara, pluit",02,120,10 - 120 cm
1288,3 juni 2020,jakarta utara,"jakarta utara, pluit",011,120,10 - 120 cm
1288,3 juni 2020,jakarta utara,"jakarta utara, pluit",016,120,10 - 120 cm
1288,3 juni 2020,jakarta utara,"jakarta utara, pluit",021,120,10 - 120 cm
1288,3 juni 2020,jakarta utara,"jakarta utara, pluit",022,120,10 - 120 cm
1289,4 juni 2020,jakarta utara,"jakarta utara, pluit",01,120,10 - 120 cm
1289,4 juni 2020,jakarta utara,"jakarta utara, pluit",02,120,10 - 120 cm
1289,4 juni 2020,jakarta utara,"jakarta utara, pluit",011,120,10 - 120 cm
1289,4 juni 2020,jakarta utara,"jakarta utara, pluit",016,120,10 - 120 cm
1289,4 juni 2020,jakarta utara,"jakarta utara, pluit",021,120,10 - 120 cm
1289,4 juni 2020,jakarta utara,"jakarta utara, pluit",022,120,10 - 120 cm
1290,5 juni 2020,jakarta utara,"jakarta utara, pluit",01,120,10 - 120 cm
1290,5 juni 2020,jakarta utara,"jakarta utara, pluit",02,120,10 - 120 cm
1290,5 juni 2020,jakarta utara,"jakarta utara, pluit",011,120,10 - 120 cm
1290,5 juni 2020,jakarta utara,"jakarta utara, pluit",016,120,10 - 120 cm
1290,5 juni 2020,jakarta utara,"jakarta utara, pluit",021,120,10 - 120 cm
1290,5 juni 2020,jakarta utara,"jakarta utara, pluit",022,120,10 - 120 cm
1291,6 juni 2020,jakarta utara,"jakarta utara, pluit",01,120,10 - 120 cm
1291,6 juni 2020,jakarta utara,"jakarta utara, pluit",02,120,10 - 120 cm
1291,6 juni 2020,jakarta utara,"jakarta utara, pluit",011,120,10 - 120 cm
1291,6 juni 2020,jakarta utara,"jakarta utara, pluit",016,120,10 - 120 cm
1291,6 juni 2020,jakarta utara,"jakarta utara, pluit",021,120,10 - 120 cm
1291,6 juni 2020,jakarta utara,"jakarta utara, pluit",022,120,10 - 120 cm
1292,7 juni 2020,jakarta utara,"jakarta utara, pluit",01,120,10 - 120 cm
1292,7 juni 2020,jakarta utara,"jakarta utara, pluit",02,120,10 - 120 cm
1292,7 juni 2020,jakarta utara,"jakarta utara, pluit",011,120,10 - 120 cm
1292,7 juni 2020,jakarta utara,"jakarta utara, pluit",016,120,10 - 120 cm
1292,7 juni 2020,jakarta utara,"jakarta utara, pluit",021,120,10 - 120 cm
1292,7 juni 2020,jakarta utara,"jakarta utara, pluit",022,120,10 - 120 cm
1293,9 juni 2020,jakarta utara,"jakarta utara, pluit",01,120,10 - 120 cm
1293,9 juni 2020,jakarta utara,"jakarta utara, pluit",02,120,10 - 120 cm
1293,9 juni 2020,jakarta utara,"jakarta utara, pluit",011,120,10 - 120 cm
1293,9 juni 2020,jakarta utara,"jakarta utara, pluit",016,120,10 - 120 cm
1293,9 juni 2020,jakarta utara,"jakarta utara, pluit",021,120,10 - 120 cm
1293,9 juni 2020,jakarta utara,"jakarta utara, pluit",022,120,10 - 120 cm
1294,16 juni 2020,jakarta utara,"jakarta utara, pluit",01,120,10 - 120 cm
1294,16 juni 2020,jakarta utara,"jakarta utara, pluit",02,120,10 - 120 cm
1294,16 juni 2020,jakarta utara,"jakarta utara, pluit",011,120,10 - 120 cm
1294,16 juni 2020,jakarta utara,"jakarta utara, pluit",016,120,10 - 120 cm
1294,16 juni 2020,jakarta utara,"jakarta utara, pluit",021,120,10 - 120 cm
1294,16 juni 2020,jakarta utara,"jakarta utara, pluit",022,120,10 - 120 cm
1295,4 juni 2020,jakarta utara,"jakarta utara, penjaringan",017,0,10 - 60 cm
1296,6 juni 2020,jakarta utara,"jakarta utara, penjaringan",017,0,10 - 60 cm
1297,4 juni 2020,jakarta utara,"jakarta utara, pejagalan",07,0,5 - 60 cm
1297,4 juni 2020,jakarta utara,"jakarta utara, pejagalan",015,0,5 - 60 cm
1297,4 juni 2020,jakarta utara,"jakarta utara, pejagalan",016,0,5 - 60 cm
1298,5 juni 2020,jakarta utara,"jakarta utara, pejagalan",07,0,5 - 60 cm
1298,5 juni 2020,jakarta utara,"jakarta utara, pejagalan",015,0,5 - 60 cm
1298,5 juni 2020,jakarta utara,"jakarta utara, pejagalan",016,0,5 - 60 cm
1299,7 juni 2020,jakarta utara,"jakarta utara, pejagalan",07,0,5 - 60 cm
1299,7 juni 2020,jakarta utara,"jakarta utara, pejagalan",015,0,5 - 60 cm
1299,7 juni 2020,jakarta utara,"jakarta utara, pejagalan",016,0,5 - 60 cm
1300,4 juni 2020,jakarta utara,"jakarta utara, kapuk muara",01,0,5 - 10 cm
1301,7 juni 2020,jakarta utara,"jakarta utara, kapuk muara",01,0,5 - 10 cm
1302,3 juni 2020,jakarta utara,"jakarta utara, marunda",01,0,10 - 40 cm
1302,3 juni 2020,jakarta utara,"jakarta utara, marunda",02,0,10 - 40 cm
1302,3 juni 2020,jakarta utara,"jakarta utara, marunda",07,0,10 - 40 cm
1303,4 juni 2020,jakarta utara,"jakarta utara, marunda",01,0,10 - 40 cm
1303,4 juni 2020,jakarta utara,"jakarta utara, marunda",02,0,10 - 40 cm
1303,4 juni 2020,jakarta utara,"jakarta utara, marunda",07,0,10 - 40 cm
1304,5 juni 2020,jakarta utara,"jakarta utara, marunda",01,0,10 - 40 cm
1304,5 juni 2020,jakarta utara,"jakarta utara, marunda",02,0,10 - 40 cm
1304,5 juni 2020,jakarta utara,"jakarta utara, marunda",07,0,10 - 40 cm
1305,4 juni 2020,jakarta utara,"jakarta utara, ancol",08,200,30 - 50 cm
1306,5 juni 2020,jakarta utara,"jakarta utara, ancol",08,200,30 - 50 cm
1307,3 juni 2020,jakarta barat,"jakarta barat, kapuk",05,0,5 - 30 cm
1307,3 juni 2020,jakarta barat,"jakarta barat, kapuk",07,0,5 - 30 cm
1307,3 juni 2020,jakarta barat,"jakarta barat, kapuk",08,0,5 - 30 cm
1307,3 juni 2020,jakarta barat,"jakarta barat, kapuk",010,0,5 - 30 cm
1307,3 juni 2020,jakarta barat,"jakarta barat, kapuk",012,0,5 - 30 cm
1307,3 juni 2020,jakarta barat,"jakarta barat, kapuk",016,0,5 - 30 cm
1308,4 juni 2020,jakarta barat,"jakarta barat, kapuk",05,0,5 - 30 cm
1308,4 juni 2020,jakarta barat,"jakarta barat, kapuk",07,0,5 - 30 cm
