,tanggal_kejadian,kota_administrasi,lokasi,rw,jumlah_terdampak_jiwa,ketinggian_air,tahun
340,2018-02-05,jakarta timur,"jakarta timur, bidara cina",12,2642,250,2018
341,2018-02-05,jakarta timur,"jakarta timur, bidara cina",14,2642,250,2018
342,2018-02-05,jakarta timur,"jakarta timur, bidara cina",15,2642,250,2018
343,2018-02-05,jakarta timur,"jakarta timur, bidara cina",16,2642,250,2018
344,2018-02-06,jakarta timur,"jakarta timur, bidara cina",3,2642,250,2018
345,2018-02-06,jakarta timur,"jakarta timur, bidara cina",5,2642,250,2018
346,2018-02-06,jakarta timur,"jakarta timur, bidara cina",6,2642,250,2018
347,2018-02-06,jakarta timur,"jakarta timur, bidara cina",7,2642,250,2018
348,2018-02-06,jakarta timur,"jakarta timur, bidara cina",11,2642,250,2018
349,2018-02-06,jakarta timur,"jakarta timur, bidara cina",12,2642,250,2018
350,2018-02-06,jakarta timur,"jakarta timur, bidara cina",14,2642,250,2018
351,2018-02-06,jakarta timur,"jakarta timur, bidara cina",15,2642,250,2018
352,2018-02-06,jakarta timur,"jakarta timur, bidara cina",16,2642,250,2018
353,2018-02-07,jakarta timur,"jakarta timur, bidara cina",3,2642,250,2018
354,2018-02-07,jakarta timur,"jakarta timur, bidara cina",5,2642,250,2018
355,2018-02-07,jakarta timur,"jakarta timur, bidara cina",6,2642,250,2018
356,2018-02-07,jakarta timur,"jakarta timur, bidara cina",7,2642,250,2018
357,2018-02-07,jakarta timur,"jakarta timur, bidara cina",11,2642,250,2018
358,2018-02-07,jakarta timur,"jakarta timur, bidara cina",12,2642,250,2018
359,2018-02-07,jakarta timur,"jakarta timur, bidara cina",14,2642,250,2018
360,2018-02-07,jakarta timur,"jakarta timur, bidara cina",15,2642,250,2018
361,2018-02-07,jakarta timur,"jakarta timur, bidara cina",16,2642,250,2018
362,2018-02-08,jakarta timur,"jakarta timur, bidara cina",3,2642,250,2018
363,2018-02-08,jakarta timur,"jakarta timur, bidara cina",5,2642,250,2018
364,2018-02-08,jakarta timur,"jakarta timur, bidara cina",6,2642,250,2018
365,2018-02-08,jakarta timur,"jakarta timur, bidara cina",7,2642,250,2018
366,2018-02-08,jakarta timur,"jakarta timur, bidara cina",11,2642,250,2018
367,2018-02-08,jakarta timur,"jakarta timur, bidara cina",12,2642,250,2018
368,2018-02-08,jakarta timur,"jakarta timur, bidara cina",14,2642,250,2018
369,2018-02-08,jakarta timur,"jakarta timur, bidara cina",15,2642,250,2018
370,2018-02-08,jakarta timur,"jakarta timur, bidara cina",16,2642,250,2018
371,2018-02-09,jakarta timur,"jakarta timur, bidara cina",3,2642,250,2018
372,2018-02-09,jakarta timur,"jakarta timur, bidara cina",5,2642,250,2018
373,2018-02-09,jakarta timur,"jakarta timur, bidara cina",6,2642,250,2018
374,2018-02-09,jakarta timur,"jakarta timur, bidara cina",7,2642,250,2018
375,2018-02-09,jakarta timur,"jakarta timur, bidara cina",11,2642,250,2018
376,2018-02-09,jakarta timur,"jakarta timur, bidara cina",12,2642,250,2018
377,2018-02-09,jakarta timur,"jakarta timur, bidara cina",14,2642,250,2018
378,2018-02-09,jakarta timur,"jakarta timur, bidara cina",15,2642,250,2018
379,2018-02-09,jakarta timur,"jakarta timur, bidara cina",16,2642,250,2018
380,2018-02-26,jakarta timur,"jakarta timur, bidara cina",3,2642,250,2018
381,2018-02-26,jakarta timur,"jakarta timur, bidara cina",5,2642,250,2018
382,2018-02-26,jakarta timur,"jakarta timur, bidara cina",6,2642,250,2018
383,2018-02-26,jakarta timur,"jakarta timur, bidara cina",7,2642,250,2018
384,2018-02-26,jakarta timur,"jakarta timur, bidara cina",11,2642,250,2018
385,2018-02-26,jakarta timur,"jakarta timur, bidara cina",12,2642,250,2018
386,2018-02-26,jakarta timur,"jakarta timur, bidara cina",14,2642,250,2018
387,2018-02-26,jakarta timur,"jakarta timur, bidara cina",15,2642,250,2018
388,2018-02-26,jakarta timur,"jakarta timur, bidara cina",16,2642,250,2018
389,2018-02-05,jakarta timur,"jakarta timur, cipinang muara",13,0,120,2018
390,2018-02-06,jakarta timur,"jakarta timur, cipinang muara",13,0,120,2018
391,2018-02-05,jakarta timur,"jakarta timur, cipinang melayu",3,0,90,2018
392,2018-02-05,jakarta timur,"jakarta timur, cipinang melayu",4,0,90,2018
393,2018-02-05,jakarta timur,"jakarta timur, cipinang melayu",5,0,90,2018
394,2018-02-05,jakarta timur,"jakarta timur, makasar",4,0,50,2018
395,2018-02-06,jakarta timur,"jakarta timur, makasar",4,0,50,2018
396,2018-02-05,jakarta timur,"jakarta timur, cawang",1,3584,270,2018
397,2018-02-05,jakarta timur,"jakarta timur, cawang",2,3584,270,2018
398,2018-02-05,jakarta timur,"jakarta timur, cawang",3,3584,270,2018
399,2018-02-05,jakarta timur,"jakarta timur, cawang",5,3584,270,2018
400,2018-02-05,jakarta timur,"jakarta timur, cawang",8,3584,270,2018
401,2018-02-05,jakarta timur,"jakarta timur, cawang",12,3584,270,2018
402,2018-02-06,jakarta timur,"jakarta timur, cawang",1,3584,270,2018
403,2018-02-06,jakarta timur,"jakarta timur, cawang",2,3584,270,2018
404,2018-02-06,jakarta timur,"jakarta timur, cawang",3,3584,270,2018
405,2018-02-06,jakarta timur,"jakarta timur, cawang",5,3584,270,2018
406,2018-02-06,jakarta timur,"jakarta timur, cawang",8,3584,270,2018
407,2018-02-06,jakarta timur,"jakarta timur, cawang",12,3584,270,2018
408,2018-02-07,jakarta timur,"jakarta timur, cawang",1,3584,270,2018
409,2018-02-07,jakarta timur,"jakarta timur, cawang",2,3584,270,2018
410,2018-02-07,jakarta timur,"jakarta timur, cawang",3,3584,270,2018
411,2018-02-07,jakarta timur,"jakarta timur, cawang",5,3584,270,2018
412,2018-02-07,jakarta timur,"jakarta timur, cawang",8,3584,270,2018
413,2018-02-07,jakarta timur,"jakarta timur, cawang",12,3584,270,2018
414,2018-02-26,jakarta timur,"jakarta timur, cawang",1,3584,270,2018
415,2018-02-26,jakarta timur,"jakarta timur, cawang",2,3584,270,2018
416,2018-02-26,jakarta timur,"jakarta timur, cawang",3,3584,270,2018
417,2018-02-26,jakarta timur,"jakarta timur, cawang",5,3584,270,2018
418,2018-02-26,jakarta timur,"jakarta timur, cawang",8,3584,270,2018
419,2018-02-26,jakarta timur,"jakarta timur, cawang",12,3584,270,2018
420,2018-02-05,jakarta timur,"jakarta timur, cililitan",5,806,250,2018
421,2018-02-05,jakarta timur,"jakarta timur, cililitan",6,806,250,2018
422,2018-02-05,jakarta timur,"jakarta timur, cililitan",7,806,250,2018
423,2018-02-05,jakarta timur,"jakarta timur, cililitan",15,806,250,2018
424,2018-02-05,jakarta timur,"jakarta timur, cililitan",16,806,250,2018
425,2018-02-06,jakarta timur,"jakarta timur, cililitan",5,806,250,2018
426,2018-02-06,jakarta timur,"jakarta timur, cililitan",6,806,250,2018
427,2018-02-06,jakarta timur,"jakarta timur, cililitan",7,806,250,2018
428,2018-02-06,jakarta timur,"jakarta timur, cililitan",15,806,250,2018
429,2018-02-06,jakarta timur,"jakarta timur, cililitan",16,806,250,2018
430,2018-02-07,jakarta timur,"jakarta timur, cililitan",5,806,250,2018
431,2018-02-07,jakarta timur,"jakarta timur, cililitan",6,806,250,2018
432,2018-02-07,jakarta timur,"jakarta timur, cililitan",7,806,250,2018
433,2018-02-07,jakarta timur,"jakarta timur, cililitan",15,806,250,2018
434,2018-02-07,jakarta timur,"jakarta timur, cililitan",16,806,250,2018
435,2018-02-05,jakarta timur,"jakarta timur, bale kambang",1,54,300,2018
436,2018-02-05,jakarta timur,"jakarta timur, bale kambang",2,54,300,2018
437,2018-02-05,jakarta timur,"jakarta timur, bale kambang",5,54,300,2018
438,2018-02-06,jakarta timur,"jakarta timur, bale kambang",1,54,300,2018
439,2018-02-06,jakarta timur,"jakarta timur, bale kambang",2,54,300,2018
440,2018-02-06,jakarta timur,"jakarta timur, bale kambang",5,54,300,2018
441,2018-02-07,jakarta timur,"jakarta timur, bale kambang",1,54,300,2018
442,2018-02-07,jakarta timur,"jakarta timur, bale kambang",2,54,300,2018
443,2018-02-07,jakarta timur,"jakarta timur, bale kambang",5,54,300,2018
444,2018-02-08,jakarta timur,"jakarta timur, bale kambang",1,54,300,2018
445,2018-02-08,jakarta timur,"jakarta timur, bale kambang",2,54,300,2018
446,2018-02-08,jakarta timur,"jakarta timur, bale kambang",5,54,300,2018
447,2018-02-09,jakarta timur,"jakarta timur, bale kambang",1,54,300,2018
448,2018-02-09,jakarta timur,"jakarta timur, bale kambang",2,54,300,2018
449,2018-02-09,jakarta timur,"jakarta timur, bale kambang",5,54,300,2018
450,2018-02-10,jakarta timur,"jakarta timur, bale kambang",1,54,300,2018
451,2018-02-10,jakarta timur,"jakarta timur, bale kambang",2,54,300,2018
452,2018-02-10,jakarta timur,"jakarta timur, bale kambang",5,54,300,2018
453,2018-02-05,jakarta timur,"jakarta timur, gedong",3,0,150,2018
454,2018-02-06,jakarta timur,"jakarta timur, gedong",3,0,150,2018
455,2018-02-06,jakarta timur,"jakarta timur, kebon manggis",3,414,80,2018
456,2018-02-06,jakarta timur,"jakarta timur, kebon manggis",4,414,80,2018
457,2018-02-07,jakarta timur,"jakarta timur, kebon manggis",3,414,80,2018
458,2018-02-07,jakarta timur,"jakarta timur, kebon manggis",4,414,80,2018
459,2018-03-04,jakarta selatan,"jakarta selatan, rawajati",7,0,80,2018
460,2018-03-04,jakarta selatan,"jakarta selatan, pejaten timur",5,0,50,2018
461,2018-03-04,jakarta selatan,"jakarta selatan, pejaten timur",6,0,50,2018
462,2018-03-04,jakarta selatan,"jakarta selatan, pejaten timur",8,0,50,2018
463,2018-03-10,jakarta selatan,"jakarta selatan, pejaten timur",5,0,50,2018
464,2018-03-10,jakarta selatan,"jakarta selatan, pejaten timur",6,0,50,2018
465,2018-03-10,jakarta selatan,"jakarta selatan, pejaten timur",8,0,50,2018
466,2018-03-04,jakarta selatan,"jakarta selatan, kebon baru",10,0,30,2018
467,2018-03-04,jakarta timur,"jakarta timur, bidara cina",7,0,50,2018
468,2018-03-04,jakarta timur,"jakarta timur, bidara cina",11,0,50,2018
469,2018-03-10,jakarta timur,"jakarta timur, bidara cina",7,0,50,2018
470,2018-03-10,jakarta timur,"jakarta timur, bidara cina",11,0,50,2018
471,2018-03-04,jakarta timur,"jakarta timur, kampung melayu",4,1000,100,2018
472,2018-03-04,jakarta timur,"jakarta timur, kampung melayu",5,1000,100,2018
473,2018-03-04,jakarta timur,"jakarta timur, kampung melayu",6,1000,100,2018
474,2018-03-04,jakarta timur,"jakarta timur, kampung melayu",7,1000,100,2018
475,2018-03-04,jakarta timur,"jakarta timur, kampung melayu",8,1000,100,2018
476,2018-03-10,jakarta timur,"jakarta timur, kampung melayu",4,1000,100,2018
477,2018-03-10,jakarta timur,"jakarta timur, kampung melayu",5,1000,100,2018
478,2018-03-10,jakarta timur,"jakarta timur, kampung melayu",6,1000,100,2018
479,2018-03-10,jakarta timur,"jakarta timur, kampung melayu",7,1000,100,2018
480,2018-03-10,jakarta timur,"jakarta timur, kampung melayu",8,1000,100,2018
481,2018-03-13,jakarta timur,"jakarta timur, kampung melayu",4,1000,100,2018
482,2018-03-13,jakarta timur,"jakarta timur, kampung melayu",5,1000,100,2018
483,2018-03-13,jakarta timur,"jakarta timur, kampung melayu",6,1000,100,2018
484,2018-03-13,jakarta timur,"jakarta timur, kampung melayu",7,1000,100,2018
485,2018-03-13,jakarta timur,"jakarta timur, kampung melayu",8,1000,100,2018
486,2018-03-04,jakarta timur,"jakarta timur, cawang",1,0,50,2018
487,2018-03-04,jakarta timur,"jakarta timur, cawang",2,0,50,2018
488,2018-03-04,jakarta timur,"jakarta timur, cawang",3,0,50,2018
489,2018-03-04,jakarta timur,"jakarta timur, cawang",5,0,50,2018
490,2018-03-04,jakarta timur,"jakarta timur, cawang",8,0,50,2018
491,2018-03-10,jakarta timur,"jakarta timur, cawang",1,0,50,2018
492,2018-03-10,jakarta timur,"jakarta timur, cawang",2,0,50,2018
493,2018-03-10,jakarta timur,"jakarta timur, cawang",3,0,50,2018
494,2018-03-10,jakarta timur,"jakarta timur, cawang",5,0,50,2018
495,2018-03-10,jakarta timur,"jakarta timur, cawang",8,0,50,2018
496,2018-03-13,jakarta timur,"jakarta timur, cawang",1,0,50,2018
497,2018-03-13,jakarta timur,"jakarta timur, cawang",2,0,50,2018
498,2018-03-13,jakarta timur,"jakarta timur, cawang",3,0,50,2018
499,2018-03-13,jakarta timur,"jakarta timur, cawang",5,0,50,2018
500,2018-03-13,jakarta timur,"jakarta timur, cawang",8,0,50,2018
501,2018-03-04,jakarta timur,"jakarta timur, cililitan",6,0,100,2018
502,2018-03-04,jakarta timur,"jakarta timur, cililitan",7,0,100,2018
503,2018-03-12,jakarta timur,"jakarta timur, cipinang melayu",3,0,10,2018
504,2018-03-12,jakarta timur,"jakarta timur, cipinang melayu",4,0,10,2018
505,2018-04-22,jakarta selatan,"jakarta selatan, ulujami",1,0,30,2018
506,2018-04-04,jakarta timur,"jakarta timur, jatinegara ",2,0,90,2018
507,2018-04-18,jakarta timur,"jakarta timur,  penggilingan ",12,0,30,2018
508,2018-04-04,jakarta timur,"jakarta timur, cipinang melayu",3,0,10,2018
509,2018-04-04,jakarta timur,"jakarta timur, cipinang melayu",4,0,10,2018
510,2018-04-04,jakarta timur,"jakarta timur, rawamangun",14,0,50,2018
511,2018-04-08,jakarta timur,"jakarta timur, kampung melayu",4,988,60,2018
512,2018-04-08,jakarta timur,"jakarta timur, kampung melayu",5,988,60,2018
513,2018-04-08,jakarta timur,"jakarta timur, kampung melayu",6,988,60,2018
514,2018-04-08,jakarta timur,"jakarta timur, kampung melayu",7,988,60,2018
515,2018-04-08,jakarta timur,"jakarta timur, kampung melayu",8,988,60,2018
516,2018-04-10,jakarta timur,"jakarta timur, kampung melayu",4,988,60,2018
517,2018-04-10,jakarta timur,"jakarta timur, kampung melayu",5,988,60,2018
518,2018-04-10,jakarta timur,"jakarta timur, kampung melayu",6,988,60,2018
519,2018-04-10,jakarta timur,"jakarta timur, kampung melayu",7,988,60,2018
520,2018-04-10,jakarta timur,"jakarta timur, kampung melayu",8,988,60,2018
521,2018-04-17,jakarta timur,"jakarta timur, kampung melayu",4,988,60,2018
522,2018-04-17,jakarta timur,"jakarta timur, kampung melayu",5,988,60,2018
523,2018-04-17,jakarta timur,"jakarta timur, kampung melayu",6,988,60,2018
524,2018-04-17,jakarta timur,"jakarta timur, kampung melayu",7,988,60,2018
525,2018-04-17,jakarta timur,"jakarta timur, kampung melayu",8,988,60,2018
526,2018-04-08,jakarta timur,"jakarta timur, bidara cina",5,0,35,2018
527,2018-04-08,jakarta timur,"jakarta timur, bidara cina",7,0,35,2018
528,2018-04-08,jakarta timur,"jakarta timur, bidara cina",11,0,35,2018
529,2018-04-10,jakarta timur,"jakarta timur, bidara cina",5,0,35,2018
530,2018-04-10,jakarta timur,"jakarta timur, bidara cina",7,0,35,2018
531,2018-04-10,jakarta timur,"jakarta timur, bidara cina",11,0,35,2018
532,2018-04-17,jakarta timur,"jakarta timur, bidara cina",5,0,35,2018
533,2018-04-17,jakarta timur,"jakarta timur, bidara cina",7,0,35,2018
534,2018-04-17,jakarta timur,"jakarta timur, bidara cina",11,0,35,2018
535,2018-04-08,jakarta timur,"jakarta timur, cawang ",1,0,60,2018
536,2018-04-08,jakarta timur,"jakarta timur, cawang ",2,0,60,2018
537,2018-04-08,jakarta timur,"jakarta timur, cawang ",3,0,60,2018
538,2018-04-08,jakarta timur,"jakarta timur, cawang ",5,0,60,2018
539,2018-04-08,jakarta timur,"jakarta timur, cawang ",8,0,60,2018
540,2018-04-10,jakarta timur,"jakarta timur, cawang ",1,0,60,2018
541,2018-04-10,jakarta timur,"jakarta timur, cawang ",2,0,60,2018
542,2018-04-10,jakarta timur,"jakarta timur, cawang ",3,0,60,2018
543,2018-04-10,jakarta timur,"jakarta timur, cawang ",5,0,60,2018
544,2018-04-10,jakarta timur,"jakarta timur, cawang ",8,0,60,2018
545,2018-04-17,jakarta timur,"jakarta timur, cawang ",1,0,60,2018
546,2018-04-17,jakarta timur,"jakarta timur, cawang ",2,0,60,2018
547,2018-04-17,jakarta timur,"jakarta timur, cawang ",3,0,60,2018
548,2018-04-17,jakarta timur,"jakarta timur, cawang ",5,0,60,2018
549,2018-04-17,jakarta timur,"jakarta timur, cawang ",8,0,60,2018
550,2018-05-17,jakarta barat,"jakarta barat, kel. kamal",1,0,20,2018
551,2018-05-03,jakarta selatan,"jakarta selatan, kel. jati padang",2,0,40,2018
552,2018-05-03,jakarta selatan,"jakarta selatan, kel. jati padang",4,0,40,2018
553,2018-05-03,jakarta selatan,"jakarta selatan, kel. jati padang",5,0,40,2018
554,2018-05-03,jakarta selatan,"jakarta selatan, kel. jati padang",6,0,40,2018
555,2018-05-03,jakarta selatan,"jakarta selatan, kel. jati padang",9,0,40,2018
556,2018-05-03,jakarta selatan,"jakarta selatan, kel. ragunan",7,0,30,2018
557,2018-05-03,jakarta selatan,"jakarta selatan, kel. ragunan",8,0,30,2018
558,2018-05-03,jakarta selatan,"jakarta selatan, kel. cilandak timur",1,20,120,2018
559,2018-05-03,jakarta selatan,"jakarta selatan, kel. cilandak timur",3,20,120,2018
560,2018-05-03,jakarta selatan,"jakarta selatan, kel. cilandak timur",4,20,120,2018
561,2018-05-03,jakarta selatan,"jakarta selatan, kel. cilandak timur",9,20,120,2018
562,2018-05-03,jakarta selatan,"jakarta selatan, kel. cilandak timur",13,20,120,2018
563,2018-05-20,jakarta selatan,"jakarta selatan, kel. cilandak timur",1,20,120,2018
564,2018-05-20,jakarta selatan,"jakarta selatan, kel. cilandak timur",3,20,120,2018
565,2018-05-20,jakarta selatan,"jakarta selatan, kel. cilandak timur",4,20,120,2018
566,2018-05-20,jakarta selatan,"jakarta selatan, kel. cilandak timur",9,20,120,2018
567,2018-05-20,jakarta selatan,"jakarta selatan, kel. cilandak timur",13,20,120,2018
568,2018-05-21,jakarta selatan,"jakarta selatan, kel. pejaten timur",5,0,50,2018
569,2018-05-21,jakarta selatan,"jakarta selatan, kel. pejaten timur",6,0,50,2018
570,2018-05-21,jakarta selatan,"jakarta selatan, kel. pejaten timur",7,0,50,2018
571,2018-05-21,jakarta selatan,"jakarta selatan, kel. pejaten timur",8,0,50,2018
572,2018-05-03,jakarta selatan,"jakarta selatan, kel. bangka",1,60,150,2018
573,2018-05-03,jakarta selatan,"jakarta selatan, kel. bangka",2,60,150,2018
574,2018-05-03,jakarta selatan,"jakarta selatan, kel. bangka",3,60,150,2018
575,2018-05-03,jakarta selatan,"jakarta selatan, kel. bangka",4,60,150,2018
576,2018-05-03,jakarta selatan,"jakarta selatan, kel. duren tiga",1,0,60,2018
577,2018-05-03,jakarta selatan,"jakarta selatan, kel. duren tiga",2,0,60,2018
578,2018-05-03,jakarta selatan,"jakarta selatan, kel. duren tiga",5,0,60,2018
579,2018-05-21,jakarta selatan,"jakarta selatan, kel. rawajati",7,0,60,2018
580,2018-05-21,jakarta selatan,"jakarta selatan, kel. pengadegan",1,0,50,2018
581,2018-05-03,jakarta selatan,"jakarta selatan, kel. pondok labu",1,0,80,2018
582,2018-05-03,jakarta selatan,"jakarta selatan, kel. pondok labu",2,0,80,2018
583,2018-05-03,jakarta selatan,"jakarta selatan, kel. pondok labu",3,0,80,2018
584,2018-05-03,jakarta selatan,"jakarta selatan, kel. pondok labu",7,0,80,2018
585,2018-05-03,jakarta selatan,"jakarta selatan, kel. cipete selatan",1,0,40,2018
586,2018-05-03,jakarta selatan,"jakarta selatan, kel. cipete selatan",7,0,40,2018
587,2018-05-03,jakarta selatan,"jakarta selatan, kel. petogogan",2,0,40,2018
588,2018-05-21,jakarta selatan,"jakarta selatan, kel. kebon baru",1,0,20,2018
589,2018-05-20,jakarta timur,"jakarta timur, kel. kampung melayu",4,636,100,2018
590,2018-05-20,jakarta timur,"jakarta timur, kel. kampung melayu",5,636,100,2018
591,2018-05-20,jakarta timur,"jakarta timur, kel. kampung melayu",7,636,100,2018
592,2018-05-20,jakarta timur,"jakarta timur, kel. kampung melayu",8,636,100,2018
593,2018-05-21,jakarta timur,"jakarta timur, kel. kampung melayu",4,636,100,2018
594,2018-05-21,jakarta timur,"jakarta timur, kel. kampung melayu",5,636,100,2018
595,2018-05-21,jakarta timur,"jakarta timur, kel. kampung melayu",7,636,100,2018
596,2018-05-21,jakarta timur,"jakarta timur, kel. kampung melayu",8,636,100,2018
597,2018-05-21,jakarta timur,"jakarta timur, kel. bidara cina",7,0,110,2018
598,2018-05-21,jakarta timur,"jakarta timur, kel. bidara cina",11,0,110,2018
599,2018-05-20,jakarta timur,"jakarta timur, kel. cawang",1,0,70,2018
600,2018-05-20,jakarta timur,"jakarta timur, kel. cawang",2,0,70,2018
601,2018-05-20,jakarta timur,"jakarta timur, kel. cawang",3,0,70,2018
602,2018-05-20,jakarta timur,"jakarta timur, kel. cawang",5,0,70,2018
603,2018-05-20,jakarta timur,"jakarta timur, kel. cawang",8,0,70,2018
604,2018-05-21,jakarta timur,"jakarta timur, kel. cawang",1,0,70,2018
605,2018-05-21,jakarta timur,"jakarta timur, kel. cawang",2,0,70,2018
606,2018-05-21,jakarta timur,"jakarta timur, kel. cawang",3,0,70,2018
607,2018-05-21,jakarta timur,"jakarta timur, kel. cawang",5,0,70,2018
608,2018-05-21,jakarta timur,"jakarta timur, kel. cawang",8,0,70,2018
609,2018-05-21,jakarta timur,"jakarta timur, kel. cililitan",6,0,30,2018
610,2018-05-21,jakarta timur,"jakarta timur, kel. cililitan",7,0,30,2018
611,2018-06-25,jakarta selatan,"jakarta selatan, kel. pejaten timur",5,0,30,2018
612,2018-06-25,jakarta selatan,"jakarta selatan, kel. pejaten timur",6,0,30,2018
613,2018-06-25,jakarta selatan,"jakarta selatan, kel. pejaten timur",7,0,30,2018
614,2018-06-25,jakarta selatan,"jakarta selatan, kel. pejaten timur",8,0,30,2018
615,2018-06-25,jakarta selatan,"jakarta selatan, kel. pengadegan",1,0,15,2018
616,2018-06-25,jakarta selatan,"jakarta selatan, kel. pondok pinang",5,0,60,2018
617,2018-06-25,jakarta selatan,"jakarta selatan, kel. cipulir",10,0,30,2018
